Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"MOS","MOSAIC","Materials","Equity","2,466,435.70","0.02","2,466,435.70","89,041.00","27.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRI","PRIMERICA INC","Financials","Equity","2,460,606.00","0.02","2,460,606.00","9,528.00","258.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OWL","BLUE OWL CAPITAL INC CLASS A","Financials","Equity","2,451,629.25","0.02","2,451,629.25","135,975.00","18.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GL","GLOBE LIFE INC","Financials","Equity","2,443,909.28","0.02","2,443,909.28","25,468.00","95.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","2,441,690.82","0.02","2,441,690.82","58,094.00","42.03","United States","NASDAQ","USD","1.00","USD","-"
"KBR","KBR INC","Industrials","Equity","2,439,782.28","0.02","2,439,782.28","36,972.00","65.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNW","LIGHT WONDER INC","Consumer Discretionary","Equity","2,437,733.76","0.02","2,437,733.76","23,984.00","101.64","United States","NASDAQ","USD","1.00","USD","-"
"CNM","CORE & MAIN INC CLASS A","Industrials","Equity","2,427,746.20","0.02","2,427,746.20","47,260.00","51.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EGP","EASTGROUP PROPERTIES REIT INC","Real Estate","Equity","2,425,778.60","0.02","2,425,778.60","13,252.00","183.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NYT","NEW YORK TIMES CLASS A","Communication","Equity","2,420,120.60","0.02","2,420,120.60","44,284.00","54.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGEN","REPLIGEN CORP","Health Care","Equity","2,415,896.77","0.02","2,415,896.77","14,857.00","162.61","United States","NASDAQ","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","2,415,503.07","0.02","2,415,503.07","22,833.00","105.79","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGLD","ROYAL GOLD INC","Materials","Equity","2,413,311.28","0.02","2,413,311.28","18,178.00","132.76","United States","NASDAQ","USD","1.00","USD","-"
"DCI","DONALDSON INC","Industrials","Equity","2,405,714.52","0.02","2,405,714.52","33,132.00","72.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LW","LAMB WESTON HOLDINGS INC","Consumer Staples","Equity","2,404,319.13","0.02","2,404,319.13","39,357.00","61.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OLED","UNIVERSAL DISPLAY CORP","Information Technology","Equity","2,402,661.72","0.02","2,402,661.72","12,806.00","187.62","United States","NASDAQ","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","2,399,154.54","0.02","2,399,154.54","44,094.00","54.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPK","GRAPHIC PACKAGING HOLDING","Materials","Equity","2,395,752.59","0.02","2,395,752.59","84,091.00","28.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNX","TD SYNNEX CORP","Information Technology","Equity","2,391,154.75","0.02","2,391,154.75","20,425.00","117.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INGR","INGREDION INC","Consumer Staples","Equity","2,377,137.06","0.02","2,377,137.06","18,178.00","130.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Equity","2,371,979.90","0.02","2,371,979.90","10,141.00","233.90","United States","NASDAQ","USD","1.00","USD","-"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","2,370,691.92","0.02","2,370,691.92","236,596.00","10.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCVX","VAXCYTE INC","Health Care","Equity","2,361,200.88","0.02","2,361,200.88","30,102.00","78.44","United States","NASDAQ","USD","1.00","USD","-"
"FHN","FIRST HORIZON CORP","Financials","Equity","2,355,273.90","0.02","2,355,273.90","151,270.00","15.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESTC","ELASTIC NV","Information Technology","Equity","2,348,993.68","0.02","2,348,993.68","21,592.00","108.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAL","WESTERN ALLIANCE","Financials","Equity","2,342,482.30","0.02","2,342,482.30","30,410.00","77.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVR","EVERCORE INC CLASS A","Financials","Equity","2,331,580.97","0.02","2,331,580.97","9,643.00","241.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATI","ATI INC","Materials","Equity","2,309,644.68","0.02","2,309,644.68","35,931.00","64.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPX","TEMPUR SEALY INTERNATIONAL INC","Consumer Discretionary","Equity","2,304,249.60","0.02","2,304,249.60","44,656.00","51.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKX","SKECHERS USA INC CLASS A","Consumer Discretionary","Equity","2,301,490.87","0.02","2,301,490.87","35,413.00","64.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MORN","MORNINGSTAR INC","Financials","Equity","2,299,869.06","0.02","2,299,869.06","7,334.00","313.59","United States","NASDAQ","USD","1.00","USD","-"
"EXP","EAGLE MATERIALS INC","Materials","Equity","2,297,041.10","0.02","2,297,041.10","9,145.00","251.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACI","ALBERTSONS COMPANY INC CLASS A","Consumer Staples","Equity","2,294,318.54","0.02","2,294,318.54","112,082.00","20.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrials","Equity","2,289,301.56","0.02","2,289,301.56","42,679.00","53.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHE","CHEMED CORP","Health Care","Equity","2,285,124.00","0.02","2,285,124.00","3,988.00","573.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","2,284,443.88","0.02","2,284,443.88","42,836.00","53.33","United States","NASDAQ","USD","1.00","USD","-"
"RBC","RBC BEARINGS INC","Industrials","Equity","2,281,550.76","0.02","2,281,550.76","7,884.00","289.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CROX","CROCS INC","Consumer Discretionary","Equity","2,273,072.60","0.02","2,273,072.60","16,570.00","137.18","United States","NASDAQ","USD","1.00","USD","-"
"HRB","H&R BLOCK INC","Consumer Discretionary","Equity","2,269,302.77","0.02","2,269,302.77","39,473.00","57.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELF","ELF BEAUTY INC","Consumer Staples","Equity","2,261,240.52","0.02","2,261,240.52","14,538.00","155.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","2,259,706.80","0.02","2,259,706.80","45,929.00","49.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","2,258,335.98","0.02","2,258,335.98","14,142.00","159.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NNN","NNN REIT INC","Real Estate","Equity","2,241,534.60","0.02","2,241,534.60","49,482.00","45.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SF","STIFEL FINANCIAL CORP","Financials","Equity","2,238,390.00","0.02","2,238,390.00","26,334.00","85.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","2,231,773.94","0.02","2,231,773.94","49,606.00","44.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","2,207,672.13","0.02","2,207,672.13","9,579.00","230.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","2,205,637.72","0.02","2,205,637.72","40,612.00","54.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","2,202,906.00","0.02","2,202,906.00","39,692.00","55.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SOLV","SOLVENTUM CORP","Health Care","Equity","2,195,849.96","0.02","2,195,849.96","37,319.00","58.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XP","XP CLASS A INC","Financials","Equity","2,189,365.20","0.02","2,189,365.20","110,574.00","19.80","Brazil","NASDAQ","USD","1.00","USD","-"
"OGE","OGE ENERGY CORP","Utilities","Equity","2,181,008.96","0.02","2,181,008.96","55,952.00","38.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLD","AMERICOLD REALTY INC TRUST","Real Estate","Equity","2,177,265.60","0.02","2,177,265.60","77,208.00","28.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AR","ANTERO RESOURCES CORP","Energy","Equity","2,178,480.00","0.02","2,178,480.00","78,250.00","27.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","2,176,568.43","0.01","2,176,568.43","67,827.00","32.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CZR","CAESARS ENTERTAINMENT INC","Consumer Discretionary","Equity","2,170,756.84","0.01","2,170,756.84","58,291.00","37.24","United States","NASDAQ","USD","1.00","USD","-"
"WYNN","WYNN RESORTS LTD","Consumer Discretionary","Equity","2,165,117.04","0.01","2,165,117.04","28,436.00","76.14","United States","NASDAQ","USD","1.00","USD","-"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Industrials","Equity","2,152,324.77","0.01","2,152,324.77","24,891.00","86.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBS","WEBSTER FINANCIAL CORP","Financials","Equity","2,148,541.72","0.01","2,148,541.72","47,356.00","45.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Industrials","Equity","2,147,922.14","0.01","2,147,922.14","10,738.00","200.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLOB","GLOBANT SA","Information Technology","Equity","2,147,982.87","0.01","2,147,982.87","11,051.00","194.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","2,147,276.50","0.01","2,147,276.50","31,370.00","68.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MKSI","MKS INSTRUMENTS INC","Information Technology","Equity","2,146,105.50","0.01","2,146,105.50","17,850.00","120.23","United States","NASDAQ","USD","1.00","USD","-"
"ENSG","ENSIGN GROUP INC","Health Care","Equity","2,143,027.83","0.01","2,143,027.83","15,159.00","141.37","United States","NASDAQ","USD","1.00","USD","-"
"WFRD","WEATHERFORD INTERNATIONAL PLC","Energy","Equity","2,142,903.95","0.01","2,142,903.95","19,723.00","108.65","United States","NASDAQ","USD","1.00","USD","-"
"ITCI","INTRA CELLULAR THERAPIES INC","Health Care","Equity","2,136,388.41","0.01","2,136,388.41","28,383.00","75.27","United States","NASDAQ","USD","1.00","USD","-"
"AXTA","AXALTA COATING SYSTEMS LTD","Materials","Equity","2,131,325.40","0.01","2,131,325.40","61,599.00","34.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APG","API GROUP CORP","Industrials","Equity","2,126,442.00","0.01","2,126,442.00","61,636.00","34.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FCN","FTI CONSULTING INC","Industrials","Equity","2,124,078.66","0.01","2,124,078.66","9,531.00","222.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLI","HOULIHAN LOKEY INC CLASS A","Financials","Equity","2,122,372.70","0.01","2,122,372.70","14,035.00","151.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WEX","WEX INC","Financials","Equity","2,113,155.76","0.01","2,113,155.76","11,861.00","178.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DINO","HF SINCLAIR CORP","Energy","Equity","2,109,222.92","0.01","2,109,222.92","43,543.00","48.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRX","BRIXMOR PROPERTY GROUP REIT INC","Real Estate","Equity","2,106,076.70","0.01","2,106,076.70","81,410.00","25.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANF","ABERCROMBIE AND FITCH CLASS A","Consumer Discretionary","Equity","2,102,598.75","0.01","2,102,598.75","12,975.00","162.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","2,101,222.36","0.01","2,101,222.36","194,198.00","10.82","United States","NASDAQ","USD","1.00","USD","-"
"LAD","LITHIA MOTORS INC","Consumer Discretionary","Equity","2,094,950.55","0.01","2,094,950.55","7,161.00","292.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FMC","FMC CORP","Materials","Equity","2,089,854.76","0.01","2,089,854.76","33,502.00","62.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GMED","GLOBUS MEDICAL INC CLASS A","Health Care","Equity","2,087,226.18","0.01","2,087,226.18","30,342.00","68.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSD","SIMPSON MANUFACTURING INC","Industrials","Equity","2,077,164.64","0.01","2,077,164.64","11,786.00","176.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Consumer Discretionary","Equity","2,070,805.90","0.01","2,070,805.90","15,193.00","136.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MHK","MOHAWK INDUSTRIES INC","Consumer Discretionary","Equity","2,064,209.70","0.01","2,064,209.70","14,070.00","146.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRUS","CIRRUS LOGIC INC","Information Technology","Equity","2,062,466.24","0.01","2,062,466.24","14,549.00","141.76","United States","NASDAQ","USD","1.00","USD","-"
"BWA","BORGWARNER INC","Consumer Discretionary","Equity","2,059,814.54","0.01","2,059,814.54","63,301.00","32.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AYI","ACUITY BRANDS INC","Industrials","Equity","2,048,948.25","0.01","2,048,948.25","8,675.00","236.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVA","DAVITA INC","Health Care","Equity","2,049,203.40","0.01","2,049,203.40","13,665.00","149.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBWI","BATH AND BODY WORKS INC","Consumer Discretionary","Equity","2,045,126.13","0.01","2,045,126.13","62,143.00","32.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","2,041,024.56","0.01","2,041,024.56","77,576.00","26.31","United States","NASDAQ","USD","1.00","USD","-"
"MIDD","MIDDLEBY CORP","Industrials","Equity","2,032,390.10","0.01","2,032,390.10","14,611.00","139.10","United States","NASDAQ","USD","1.00","USD","-"
"COKE","COCA COLA CONSOLIDATED INC","Consumer Staples","Equity","2,029,731.66","0.01","2,029,731.66","1,598.00","1,270.17","United States","NASDAQ","USD","1.00","USD","-"
"BERY","BERRY GLOBAL GROUP INC","Materials","Equity","2,015,499.87","0.01","2,015,499.87","31,089.00","64.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","2,011,664.28","0.01","2,011,664.28","9,942.00","202.34","United States","NASDAQ","USD","1.00","USD","-"
"STAG","STAG INDUSTRIAL REIT INC","Real Estate","Equity","2,008,813.24","0.01","2,008,813.24","50,702.00","39.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMA","COMERICA INC","Financials","Equity","2,007,745.11","0.01","2,007,745.11","36,631.00","54.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBRDK","LIBERTY BROADBAND CORP SERIES C","Communication","Equity","2,008,053.60","0.01","2,008,053.60","31,773.00","63.20","United States","NASDAQ","USD","1.00","USD","-"
"ROKU","ROKU INC CLASS A","Communication","Equity","2,007,652.71","0.01","2,007,652.71","33,873.00","59.27","United States","NASDAQ","USD","1.00","USD","-"
"UFPI","UFP INDUSTRIES INC","Industrials","Equity","2,005,919.55","0.01","2,005,919.55","16,571.00","121.05","United States","NASDAQ","USD","1.00","USD","-"
"BRBR","BELLRING BRANDS INC","Consumer Staples","Equity","1,987,661.15","0.01","1,987,661.15","36,041.00","55.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAVA","CAVA GROUP INC","Consumer Discretionary","Equity","1,988,363.52","0.01","1,988,363.52","20,448.00","97.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CELH","CELSIUS HOLDINGS INC","Consumer Staples","Equity","1,985,007.52","0.01","1,985,007.52","47,728.00","41.59","United States","NASDAQ","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS INC","Health Care","Equity","1,983,100.50","0.01","1,983,100.50","33,555.00","59.10","United States","NASDAQ","USD","1.00","USD","-"
"CBSH","COMMERCE BANCSHARES INC","Financials","Equity","1,974,062.26","0.01","1,974,062.26","32,314.00","61.09","United States","NASDAQ","USD","1.00","USD","-"
